kglasser6,Kayla,Glasser,Systems Engineering and Design ,Scott
jbryant0,Janice,Bryant,Teacher Education: German (K-12),Hopkins
mmorales8,Mark,Morales,Dance (BA),Skyline Tower
bdoering4,Barbara,Doering,Linguistics and Teaching English as a Second Language,Skyline Tower
dfederick2,Daniel,Federick,Farm Management,Scott
amontgomery3,Abraham,Montgomery,Asian American Studies,Hopkins
ecrump0,Edgardo,Crump,Human Development and Family Studies,Bousfield
lfleek5,Lorraine,Fleek,Biology,Nugent
rmeza0,Ronald,Meza,"Dance, BA and Kinesiology, BS (Dual Degree Program)",PAR
yknudson3,Yvonne,Knudson,Philosophy,PAR
thubert4,Timothy,Hubert,Secondary Education: English ,Suites at Third
solsen7,Stephanie,Olsen,Computer Science and Music,PAR
aarredondo5,Anthony,Arredondo,Gender and Women's Studies,Bousfield
nguidry8,Nicole,Guidry,Computer Science and Animal Sciences,Wassaja
msimpson8,Marshall,Simpson,Political Science,309 Green
cligon0,Charles,Ligon,Finance in Agri-Business,PAR
dhelgeson5,Dale,Helgeson,Engineering Technology and Management for Agricultural Systems,Weston
jjones4,Juan,Jones,Music Composition ,Snyder
lhoffmann1,Leon,Hoffmann,Industrial Design,Bousfield
msosa2,Mildred,Sosa,Teacher Education: Kinesiology - Physical Education (K-12),ISR
amabry3,Alfreda,Mabry,Agricultural and Biological Engineering (ACES),ISR
tli5,Troy,Li,Anthropology,Weston
rcollins7,Robert,Collins,Secondary Education: Chemistry,Hopkins
rkuhls4,Rita,Kuhls,Costume Design and Technology,Skyline Tower
mlooney6,Melanie,Looney,Urban Studies and Planning,Weston
dsimkins0,Donald,Simkins,Art Undeclared ,309 Green
crhoades5,Christy,Rhoades,Urban Studies and Planning,Weston
gsauceda1,Gail,Sauceda,Aerospace Engineering,Hopkins
rbaker2,Ronald,Baker,Computer Science and Music,Wassaja
chalvorson5,Cassandra,Halvorson,Teacher Education: German (K-12),Skyline Tower
bcamargo3,Betty,Camargo,Slavic Studies,The Dean
tdelung7,Teresa,Delung,Electrical Engineering,309 Green
rsmith7,Robert,Smith,Bioengineering,Skyline Tower
abyford9,Angie,Byford,Animal Sciences,ISR
mcook3,Martha,Cook,Classics,Nugent
pmiller6,Peggy,Miller,Latin American Studies,PAR
smick1,Suzy,Mick,Computer Science and Chemistry,The HERE
mpittman5,Madonna,Pittman,Animal Sciences,Skyline Tower
lsoliz3,Lucille,Soliz,History of Art,Nugent
kcoon0,Kip,Coon,Music Education (K-12),FAR
abrookskennedy1,Anne,Brookskennedy,Neural Engineering,FAR
hloeza6,Hazel,Loeza,Social Work,Suites at Third
sdavis9,Sarah,Davis,Advertising,ISR
pguido8,Penny,Guido,Econometrics and Quantitative Economics,ISR
tnewman7,Thomas,Newman,"Computer Science and Education, Secondary Education",PAR
mswiney0,Mark,Swiney,Materials Science and Engineering,Weston
rhaynes0,Ronald,Haynes,"Dance, BA and Kinesiology, BS (Dual Degree Program)",PAR
dwolf0,Danielle,Wolf,Graphic Design,FAR
splymel9,Sharon,Plymel,Management,PAR
jfarias4,James,Farias,Mathematics,FAR
grich2,Gary,Rich,Secondary Education: Biology,ISR
bstewart2,Bruce,Stewart,Musicology,PAR
mbratcher4,Miranda,Bratcher,Computer Science and Anthropology,Snyder
tweltha1,Thomas,Weltha,Plant Biotechnology,Suites at Third
adawson3,Anthony,Dawson,Management,Scott
jmarkham5,John,Markham,Systems Engineering and Design ,ISR
cdiamond6,Christina,Diamond,Computer Science and Chemistry,Bousfield
kbennett5,Kathleen,Bennett,Agricultural and Biological Engineering (ACES),Hopkins
ccorry3,Carolyn,Corry,Operations Management,Hopkins
jrhim5,John,Rhim,Economics,FAR
abounds4,Anna,Bounds,Information Systems,Weston
mhinton8,Margaret,Hinton,Information Systems,FAR
ecraven5,Edward,Craven,Studio Art (BFA),Bousfield
csmith3,Christina,Smith,Elementary Education (Grades 1-6),309 Green
mwarren3,Mollie,Warren,Environmental Economics & Policy,Suites at Third
tbutler5,Toni,Butler,Crop Sciences,FAR
btosten4,Barbara,Tosten,Latin American Studies,Wassaja
bmarcial5,Barbara,Marcial,Graphic Design,The HERE
rstcharles4,Ryan,Stcharles,Interdisciplinary Studies,PAR
wworkman1,William,Workman,Materials Science and Engineering,Scott
lgagne3,Leona,Gagne,Agri-Accounting,Bousfield
scannon5,Susan,Cannon,Community Health,The HERE
mpaquette9,Marva,Paquette,Secondary Education: Biology,Bousfield
bmitchell9,Bonnie,Mitchell,Comparative and World Literature,Suites at Third
hwilliams5,Harry,Williams,Engineering Technology and Management for Agricultural Systems,ISR
remery3,Ryan,Emery,"Earth, Society, and Environmental Sustainability",FAR
avargas8,Adela,Vargas,Mechanical Engineering,Wassaja
fthrope8,Fernando,Thrope,Philosophy,The Dean
arall6,Anna,Rall,Economics,Bousfield
eschubert2,Elizabeth,Schubert,Linguistics and Teaching English as a Second Language,Bousfield
iwagner8,Ila,Wagner,Systems Engineering and Design ,The Dean
mlobendahn7,Marguerite,Lobendahn,Biochemistry,FAR
jstraight6,Jeremy,Straight,Physics,Suites at Third
lmills6,Latoya,Mills,Engineering Undeclared,309 Green
ssowell6,Sharon,Sowell,Music,Snyder
aruse0,Aaron,Ruse,Business Undeclared,Hopkins
lholcomb1,Larry,Holcomb,Plant Biotechnology,Tower at Third
rrempel5,Roberta,Rempel,Costume Design and Technology,Scott
rreyes2,Rebecca,Reyes,Asian American Studies,Hopkins
mdostie9,Minerva,Dostie,Agri-Accounting,Nugent
bswanson0,Betty,Swanson,Financial Planning,FAR
pobrien8,Pamela,Obrien,East Asian Languages and Cultures,Hopkins
jwoods7,John,Woods,Musicology,The Dean
jruss0,Jane,Russ,"Health Sciences, Interdisciplinary ",Weston
esimons9,Elma,Simons,Agricultural Communications,Hopkins
crojas6,Consuela,Rojas,Actuarial Science,Snyder
ccarlson2,Charles,Carlson,Religion,Bousfield
eerwin9,Eddie,Erwin,Global Studies,Snyder
bhardy7,Brian,Hardy,English,Bousfield
esykes9,Eula,Sykes,Latina/Latino Studies,Nugent
frufe2,Frieda,Rufe,Interdisciplinary Studies,Snyder
colive0,Cory,Olive,Biochemistry,FAR
wgreen4,William,Green,"Nuclear, Plasma, and Radiological Engineering",Hopkins
lgonzales1,Lorraine,Gonzales,Computer Science and Astronomy,Bousfield
gconditt8,Gary,Conditt,Art and Art History ,Suites at Third
cgonzalez8,Charlie,Gonzalez,Sound Design and Technology,Snyder
jelizondo3,James,Elizondo,Computer Science and Crop Sciences,FAR
jharriman5,Jessie,Harriman,Computer Science and Economics ,Skyline Tower
rbarnett5,Roy,Barnett,Teacher Education: German (K-12),Bousfield
eburns0,Ellen,Burns,"Dance, BA and Kinesiology, BS (Dual Degree Program)",PAR
mmills6,Mark,Mills,Sound Design and Technology,Weston
cspencer8,Carol,Spencer,"Recreation, Sport and Tourism",The Dean
hdolejsi2,Hilda,Dolejsi,Brain and Cognitive Science,Suites at Third
aboyer1,Aaron,Boyer,Lighting Design and Technology ,Hopkins
mpatterson1,Margaret,Patterson,Systems Engineering and Design ,309 Green
afinch4,Angie,Finch,Studio Art (BA),Bousfield
mlardner9,Mike,Lardner,Engineering Mechanics,Suites at Third
spatterson8,Sophie,Patterson,Computer Science and Economics ,309 Green
rnoonan7,Ruth,Noonan,Marketing,Wassaja
wdabney8,Wendell,Dabney,Scenic Technology,Skyline Tower
svanausdal5,Sallie,Vanausdal,Classics,Scott
aguerrero5,Ashley,Guerrero,Industrial Engineering,Snyder
lknight2,Lawrence,Knight,Human Development and Family Studies,Suites at Third
gmcdaniel7,Geraldine,Mcdaniel,Finance + Data Science,Tower at Third
rhowell0,Randy,Howell,Accountancy + Data Science,Bousfield
rlatta1,Rosie,Latta,Sustainable Design,Skyline Tower
jluna7,James,Luna,Teacher Education: French (K-12),Weston
jzaldivar4,Jon,Zaldivar,Advertising,The HERE
jhauff6,James,Hauff,Media and Cinema Studies,FAR
ewright3,Emily,Wright,Astronomy,Wassaja
cjackson7,Carol,Jackson,Italian,PAR
mkeena0,Marcy,Keena,Stage Management,FAR
bking5,Brain,King,Musicology,309 Green
kmendez0,Kenneth,Mendez,Interdisciplinary Studies,FAR
dswaney2,Dorothy,Swaney,"Strategy, Innovation and Entrepreneurship",Scott
dpatel6,Dannielle,Patel,Agricultural Communications,Nugent
jlambert9,James,Lambert,Creative Writing,Hopkins
mcampbell3,Mamie,Campbell,Chemical Engineering,Tower at Third
ejohnson7,Elvira,Johnson,Agricultural and Biological Engineering (ENG),Suites at Third
fwilde6,Frank,Wilde,Secondary Education,Bousfield
vpenrod2,Vicki,Penrod,Art Undeclared ,Scott
lbowling9,Luis,Bowling,Geology,PAR
sgray2,Sherry,Gray,Actuarial Science,The Dean
mgiardina7,Micah,Giardina,Integrative Biology,The HERE
vstamp7,Vivian,Stamp,Secondary Education,The HERE
emilburn6,Elizabeth,Milburn,Food Science,Tower at Third
rbryson7,Reuben,Bryson,Sociology,Tower at Third
dedenfield2,Dion,Edenfield,Neuroscience,Scott
cwills8,Corey,Wills,Media and Cinema Studies,FAR
cdavis2,Cecilia,Davis,Human Nutrition,PAR
cdiana8,Carrie,Diana,Dance (BFA),ISR
tclark9,Timothy,Clark,Agronomy,309 Green
mbell1,Milton,Bell,Metropolitan Food and Environmental Systems,Scott
tmiller2,Thomas,Miller,Middle Grades Education (Grades 5-8),The Dean
lwaldeck0,Lloyd,Waldeck,Actuarial Science,Tower at Third
bgore6,Brian,Gore,"Agricultural Leadership, Education, and Communications",Weston
tsell8,Tony,Sell,Computer Science and Music,Tower at Third
cscott9,Charles,Scott,Aerospace Engineering,ISR
mwierzbicki9,Magdalen,Wierzbicki,Sustainable Design,The Dean
rparish6,Rena,Parish,Kinesiology,The HERE
kflanagan3,Krista,Flanagan,Middle Grades Education (Grades 5-8),Snyder
lbrewer1,Lisa,Brewer,Teacher Education: German (K-12),Hopkins
wgalvan1,William,Galvan,"Computer Science and Education, Learning Sciences",Scott
jbarron3,James,Barron,Secondary Education: Physics,Skyline Tower
ebradley0,Edward,Bradley,Financial Planning,PAR
aledesma8,Andrea,Ledesma,Music Open Studies,The Dean
psandmann1,Patricia,Sandmann,Human Development and Family Studies,Snyder
rkeith6,Ronnie,Keith,Management,Hopkins
gperez0,Grover,Perez,Secondary Education,Hopkins
calexander3,Casey,Alexander,Scenic Technology,Wassaja
lwaddell1,Laura,Waddell,Agricultural Communications,Tower at Third
vjones0,Vincent,Jones,Dietetics,Bousfield
mmitchell3,Monica,Mitchell,Teacher Education: Kinesiology - Physical Education (K-12),Bousfield
alanding3,Andrew,Landing,Architectural Studies,ISR
rknowles2,Robert,Knowles,Food Science & Human Nutrition,Bousfield
gborgen6,Grace,Borgen,Computer Science and Music,Snyder
jspadoni8,John,Spadoni,Biology,Suites at Third
rmorales2,Robert,Morales,Finance in Agri-Business,PAR
cthompson8,Charlene,Thompson,Studio Art (BFA),309 Green
cdurante6,Corey,Durante,Comparative and World Literature,Wassaja
rwest1,Ramona,West,Latin American Studies,Skyline Tower
ghenderson0,Guadalupe,Henderson,Asian American Studies,Weston
proe5,Patrick,Roe,Graphic Design,Snyder
avang6,Ada,Vang,Industrial Engineering,Skyline Tower
wturk2,Wanda,Turk,English,PAR
jwillsey6,Jerome,Willsey,Stage Management,Bousfield
tbrown9,Tracie,Brown,"Computer Science and Education, Secondary Education",Weston
pmuth0,Peter,Muth,Spanish,FAR
abarr1,Anthony,Barr,Social Work,The HERE
sgarcia6,Stacy,Garcia,Integrative Biology,Nugent
dhebert7,Dewey,Hebert,Human Development and Family Studies,Hopkins
bhickel3,Betty,Hickel,"Agribusiness, Markets & Management",Tower at Third
nedwards2,Nathaniel,Edwards,Human Development and Family Studies,Scott
jmorgan9,James,Morgan,Information Systems,The HERE
vmejia9,Vincent,Mejia,Agronomy,309 Green
ishade0,Ina,Shade,Agronomy,PAR
jmccormick5,Jeffery,Mccormick,Mathematics,309 Green
jarnold0,Jasmin,Arnold,Creative Writing,Weston
daguilar7,Donald,Aguilar,Civil Engineering,The HERE
lshelton8,Lonna,Shelton,Sociology,Tower at Third
sortiz2,Sharon,Ortiz,Teacher Education: Spanish (K-12),ISR
dbyrum0,Dolores,Byrum,Food Science,Snyder
jlancaster1,Jean,Lancaster,Supply Chain Management,Nugent
dneira1,Donna,Neira,History,ISR
rneville2,Ronald,Neville,Jazz Performance,Nugent
ddupont5,Dolores,Dupont,Financial Planning,ISR
sthomas4,Salome,Thomas,Human Nutrition,Skyline Tower
stran6,Sophie,Tran,Astrophysics,The HERE
kallison4,Kendall,Allison,Finance,FAR
mjohnson4,Mary,Johnson,Public Policy & Law,Weston
gwatkins2,Garrett,Watkins,Philosophy,The Dean
wbenson3,William,Benson,Media and Cinema Studies,Weston
lziegler5,Lidia,Ziegler,Global Studies,PAR
vhales3,Vicky,Hales,Art Undeclared ,Tower at Third
wmurray5,William,Murray,Aerospace Engineering,Hopkins
kbagley1,Kenneth,Bagley,Human Development and Family Studies,FAR
csegura6,Cleo,Segura,Journalism,PAR
lwatts4,Lindsay,Watts,"Dance, BA and Kinesiology, BS (Dual Degree Program)",FAR
srose0,Susan,Rose,Secondary Education: Social Studies,Skyline Tower
mordonez9,Mattie,Ordonez,Secondary Education: Social Studies,Skyline Tower
dpeltier2,Dara,Peltier,Secondary Education: English ,Wassaja
alitke2,Antonio,Litke,Anthropology,Wassaja
dbryant5,Deedra,Bryant,Global Studies,Bousfield
alyford9,Andrew,Lyford,Lyric Theatre,The HERE
mfloyd9,Marie,Floyd,Urban Studies and Planning,Weston
lrenteria6,Lisa,Renteria,Food Science,The Dean
minciong0,Michael,Inciong,Slavic Studies,The Dean
rglynn9,Ralph,Glynn,African American Studies,ISR
lgarza0,Lillian,Garza,Public Policy & Law,Scott
jjones7,Johnathan,Jones,Computer Engineering,Weston
abennett9,Anderson,Bennett,Industrial Engineering,Bousfield
dgeraldo6,David,Geraldo,Germanic Studies,Bousfield
jpies4,James,Pies,Special Education,ISR
rboyd4,Raymond,Boyd,Finance in Agri-Business,Hopkins
sbrown6,Sandra,Brown,Chemistry,Bousfield
tmavraganis2,Taylor,Mavraganis,Interdisciplinary Studies,FAR
dpittman1,Doris,Pittman,Computer Science and Animal Sciences,Suites at Third
sthomas5,Stephen,Thomas,Latin American Studies,309 Green
etorres0,Edgar,Torres,Farm Management,Wassaja
pjackson6,Phyllis,Jackson,Middle Grades Education (Grades 5-8),PAR
chendon1,Christine,Hendon,Agricultural and Consumer Economics,Snyder
orichmond5,Olive,Richmond,Systems Engineering and Design ,309 Green
gcrutcher2,Gerald,Crutcher,Human Nutrition,309 Green
darriaga7,Dawn,Arriaga,Public Policy & Law,Nugent
mprice3,Michael,Price,Art Education (K-12),Wassaja
jchasten1,James,Chasten,Public Policy & Law,Bousfield
dyerkey7,Dominique,Yerkey,Plant Biotechnology,ISR
jlong3,Jennifer,Long,Asian American Studies,Scott
rmccormick6,Ruth,Mccormick,Agricultural and Biological Engineering (ENG),PAR
pmyrick3,Patsy,Myrick,Computer Engineering,Snyder
wcooks9,William,Cooks,Speech and Hearing Science,Suites at Third
nwilcoxon3,Nicole,Wilcoxon,Linguistics,Snyder
dlynch6,Douglas,Lynch,Acting,Scott
smurphy9,Stephanie,Murphy,Music Open Studies,Nugent
rkisicki9,Richard,Kisicki,Sustainable Design,The Dean
mkrueger7,Monica,Krueger,Scenic Design,The HERE
chutchinson7,Clarence,Hutchinson,Marketing,The Dean
stilley0,Serena,Tilley,Arts and Entertainment Technology ,309 Green
geaton2,Gwendolyn,Eaton,Theatre Studies,ISR
scorkins1,Sandra,Corkins,Latin American Studies,Snyder
abrubaker4,Andrea,Brubaker,"Dance, BA and Kinesiology, BS (Dual Degree Program)",FAR
mclark1,Michael,Clark,Computer Science and Geography & Geographic Information Science,The HERE
showorth8,Sharon,Howorth,Computer Science and Philosophy,Scott
bangell3,Barbara,Angell,Computer Science and Animal Sciences,Nugent
jgross1,Judy,Gross,Information Sciences + Data Science,Wassaja
esaari7,Ellen,Saari,Portuguese,Bousfield
jgreen7,Jeannette,Green,Linguistics,Nugent
achasse9,Adrienne,Chasse,Natural Resources and Environmental Sciences,Wassaja
handersen2,Heather,Andersen,Teacher Education: German (K-12),Suites at Third
vsmith9,Veronica,Smith,Italian,Weston
bsmallidge6,Barbara,Smallidge,ACES Undeclared,FAR
mdashner9,Marcus,Dashner,Journalism,The HERE
rbush8,Ruth,Bush,Media and Cinema Studies,PAR
sharris2,Shelly,Harris,Teacher Education: Spanish (K-12),309 Green
pdaniels1,Percy,Daniels,African American Studies,The Dean
cprottsman3,Charles,Prottsman,Neuroscience,Snyder
bmerideth3,Billie,Merideth,Scenic Design,The Dean
hmoore4,Heather,Moore,Molecular and Cellular Biology,Skyline Tower
rfurst7,Rosemary,Furst,Animal Sciences,Scott
ddeans4,Danny,Deans,Secondary Education: Chemistry,ISR
jdavis6,Janice,Davis,Public Policy & Law,Suites at Third
rphaneuf7,Regina,Phaneuf,Slavic Studies,ISR
vcash8,Virginia,Cash,Agricultural Communications,Suites at Third
eroehl2,Elliot,Roehl,Art Undeclared ,The Dean
alawrence2,Ashley,Lawrence,Agricultural Communications,Skyline Tower
ljohnston4,Lisa,Johnston,Computer Science and Animal Sciences,The Dean
jfranklin6,John,Franklin,History of Art,Hopkins
rnull5,Ruby,Null,"Dance, BA and Kinesiology, BS (Dual Degree Program)",The Dean
hfaustini9,Harry,Faustini,Agricultural and Consumer Economics,309 Green
druiz9,Douglas,Ruiz,Public Policy & Law,The Dean
jdooley2,Judy,Dooley,Elementary Education (Grades 1-6),Hopkins
dnowacki0,Debra,Nowacki,Brain and Cognitive Science,Hopkins
kclark5,Karon,Clark,Landscape Architecture ,Suites at Third
dmcbroom7,Dolores,Mcbroom,Philosophy,309 Green
jmcdonell5,Jeff,Mcdonell,History of Art,The HERE
bwalker7,Barbara,Walker,Music Open Studies,Tower at Third
kmurphy0,Kasey,Murphy,Computer Science and Chemistry,Scott
lloop1,Lisa,Loop,Astronomy + Data Science,The HERE
plucas4,Pedro,Lucas,Social Work,Wassaja
rellis8,Richard,Ellis,Metropolitan Food and Environmental Systems,Nugent
srice9,Shirley,Rice,Computer Science and Linguistics,Suites at Third
vmertz9,Veronica,Mertz,Animal Sciences,Hopkins
kmartinez8,Kevin,Martinez,Lighting Design and Technology ,Snyder
jshadrick6,Jesse,Shadrick,Learning and Education Studies,FAR
jlee9,John,Lee,Computer Science and Animal Sciences,Snyder
amathews4,Anne,Mathews,"Nuclear, Plasma, and Radiological Engineering",ISR
pbonilla7,Peggy,Bonilla,"Earth, Society, and Environmental Sustainability",309 Green
vvandiford2,Vivian,Vandiford,Human Development and Family Studies,Bousfield
rdavis4,Robert,Davis,Kinesiology,Skyline Tower
ckennedy7,Cheryl,Kennedy,Marketing,FAR
erautenberg0,Emily,Rautenberg,Landscape Architecture ,The HERE
rsaenphimmacha6,Rebecca,Saenphimmacha,Communication,309 Green
icampbell4,Isidra,Campbell,Secondary Education: Mathematics (LAS),Suites at Third
rrogers1,Roy,Rogers,Financial Planning,Bousfield
lvilven4,Louis,Vilven,Aerospace Engineering,Scott
mpaige2,Manuel,Paige,Integrative Biology,Hopkins
dnelson4,Denise,Nelson,Music,Scott
bneal7,Brent,Neal,Materials Science and Engineering,Scott
hdouds9,Harriet,Douds,Agronomy,Skyline Tower
malmonte7,Mark,Almonte,Philosophy,Tower at Third
jbennett0,Jeffrey,Bennett,Secondary Education: Mathematics (LAS),309 Green
jfoust5,James,Foust,Engineering Technology and Management for Agricultural Systems,The Dean
dbriggeman1,Daisy,Briggeman,Middle Grades Education (Grades 5-8),Wassaja
mgunter5,Michael,Gunter,Human Development and Family Studies,The Dean
mlaird3,Michael,Laird,Music Voice Performance,Tower at Third
tchatfield7,Thomas,Chatfield,Early Childhood Education (Birth-Grade 2),Suites at Third
rpinner4,Randy,Pinner,Information Sciences + Data Science,Tower at Third
loneal1,Luis,Oneal,Dance (BA),309 Green
sanderson4,Sarah,Anderson,Human Development and Family Studies,Nugent
jturk9,James,Turk,Mathematics,Suites at Third
rleachman9,Rebecca,Leachman,Music,Tower at Third
rharper5,Ronald,Harper,Mathematics and Computer Science,ISR
djenkins9,Donna,Jenkins,Chemistry,Scott
nmartinez0,Nicole,Martinez,Architectural Studies,The HERE
mgordon1,Marla,Gordon,Computer Science and Chemistry,Weston
jbrown7,Jesse,Brown,Dance (BFA),PAR
dwilkins7,Dixie,Wilkins,Creative Writing,FAR
rharris2,Rita,Harris,African American Studies,Weston
mjenkins7,Mary,Jenkins,Learning and Education Studies,Tower at Third
jdupree1,John,Dupree,Secondary Education: Biology,Scott
cvessey4,Carol,Vessey,"Earth, Society, and Environmental Sustainability",Hopkins
bbaker4,Brenda,Baker,Engineering Technology and Management for Agricultural Systems,309 Green
pmyers7,Patty,Myers,Computer Science and Music,Nugent
lwilliams4,Linda,Williams,Computer Science and Animal Sciences,Nugent
jquinn8,John,Quinn,Music Instrumental Performance,PAR
grice8,Gabriel,Rice,"Computer Science and Education, Secondary Education",Snyder
tharrell6,Tamika,Harrell,Stage Management,Nugent
jromeo6,Juan,Romeo,Biochemistry,ISR
dsmith1,David,Smith,Learning and Education Studies,Skyline Tower
eadam2,Earnestine,Adam,Art Education (K-12),Hopkins
apfeiffer7,Alisha,Pfeiffer,Human Nutrition,309 Green
kgally4,Kathleen,Gally,Human Development and Family Studies,FAR
rfox0,Robert,Fox,Industrial Design,Snyder
tgates9,Theresa,Gates,Information Sciences,Skyline Tower
awueste0,Arlene,Wueste,Information Sciences,Wassaja
gmuir7,Gabriel,Muir,Geography and Geographic Information Science,Nugent
jschroeder2,John,Schroeder,Astrophysics,Wassaja
athibeau6,Anita,Thibeau,Linguistics,Bousfield
jking5,Jeanette,King,"Dance, BA and Kinesiology, BS (Dual Degree Program)",PAR
scorley9,Steven,Corley,Secondary Education: Social Studies,The Dean
fbyers9,Faye,Byers,Mathematics and Computer Science,The HERE
wwarney9,William,Warney,Comparative and World Literature,309 Green
esmith7,Elizabeth,Smith,Learning and Education Studies,309 Green
tthomas8,Thomas,Thomas,Computer Science and Linguistics,ISR
cthomas5,Charlene,Thomas,"Health Sciences, Interdisciplinary ",FAR
mking4,Mary,King,Linguistics and Teaching English as a Second Language,The HERE
gankenman2,Gerald,Ankenman,"Russian, East European, and Eurasian Studies",The HERE
ghammonds0,Gregory,Hammonds,Slavic Studies,Bousfield
anewby8,Angela,Newby,East Asian Languages and Cultures,The HERE
rolson6,Ralph,Olson,Consumer Economics & Finance,Nugent
wclark2,Warren,Clark,Metropolitan Food and Environmental Systems,Suites at Third
jbeatty1,Javier,Beatty,Advertising,Nugent
kmcginnis5,Kevin,Mcginnis,Creative Writing,Scott
emcclurg7,Eric,Mcclurg,Engineering Technology and Management for Agricultural Systems,Scott
jcarmichael4,James,Carmichael,Lighting Design and Technology ,Wassaja
lwoodham5,Lucas,Woodham,Dance (BA),Skyline Tower
sgreen2,Stephen,Green,Computer Science and Anthropology,Skyline Tower
jaustin4,Joseph,Austin,Geology,309 Green
aklos6,Anna,Klos,Teacher Education: Kinesiology - Physical Education (K-12),Hopkins
